age_group,gender,height_category,weight_category,gymorhome,goal,budget,diet_type,workout_plan,diet_plan
senior,male,short,normal,home,stamina,medium,non-vegetarian,Mon: Running in Place; Tue: Burpees; Wed: HIIT Cardio; Thu: HIIT Cardio; Fri: Jump Rope; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fruit + Nuts; Dinner: Egg Omelette + Toast; Breakfast2: Egg Omelette + Toast; Lunch2: Fruit + Nuts; Snacks2: Fish Soup + Veggies
senior,male,short,overweight,home,flexibility,low,vegan,Mon: Balance Exercises; Tue: Yoga Flow; Wed: Mobility Drills; Thu: Mobility Drills; Fri: Pilates Mat; Sat: Stretching; Sun: Balance Exercises,Breakfast: Salads + Tofu; Lunch: Veg Stir Fry + Rice; Snacks: Veg Stir Fry + Rice; Dinner: Fruit + Almond Yogurt; Breakfast2: Fruit + Almond Yogurt; Lunch2: Salads + Tofu; Snacks2: Oatmeal + Soy Milk
middle,female,tall,underweight,home,flexibility,low,non-vegetarian,Mon: Yoga Flow; Tue: Yoga Flow; Wed: Stretching; Thu: Pilates Mat; Fri: Stretching; Sat: Mobility Drills; Sun: Pilates Mat,Breakfast: Eggs + Oats; Lunch: Chicken Salad + Quinoa; Snacks: Eggs + Oats; Dinner: Fish + Veg Stir Fry; Breakfast2: Protein Shake + Nuts; Lunch2: Protein Shake + Nuts; Snacks2: Chicken Salad + Quinoa
senior,male,tall,obese,home,flexibility,medium,non-vegetarian,Mon: Pilates Mat; Tue: Yoga Flow; Wed: Mobility Drills; Thu: Stretching; Fri: Balance Exercises; Sat: Stretching; Sun: Balance Exercises,Breakfast: Chicken Salad + Quinoa; Lunch: Protein Shake + Nuts; Snacks: Protein Shake + Nuts; Dinner: Chicken Salad + Quinoa; Breakfast2: Eggs + Oats; Lunch2: Fish + Veg Stir Fry; Snacks2: Eggs + Oats
teen,female,tall,obese,home,stamina,low,vegetarian,Mon: Running in Place; Tue: HIIT Cardio; Wed: Bodyweight Circuit; Thu: Burpees; Fri: Jump Rope; Sat: Running in Place; Sun: Bodyweight Circuit,Breakfast: Vegetable Wraps + Rice; Lunch: Vegetable Soup + Bread; Snacks: Vegetable Wraps + Rice; Dinner: Smoothie + Oats; Breakfast2: Smoothie + Oats; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
teen,male,tall,underweight,gym,muscle-gain,high,vegetarian,Mon: Deadlift; Tue: Squat Rack; Wed: Bench Press; Thu: Deadlift; Fri: Leg Press; Sat: Pull-up Bar; Sun: Pull-up Bar,Breakfast: Nuts + Smoothie; Lunch: Paneer + Brown Rice; Snacks: Tofu Stir Fry + Veggies; Dinner: Chickpeas + Quinoa; Breakfast2: Nuts + Smoothie; Lunch2: Paneer + Brown Rice; Snacks2: Chickpeas + Quinoa
teen,female,short,overweight,gym,weight-loss,medium,vegan,Mon: Spinning; Tue: Rowing Machine; Wed: Rowing Machine; Thu: Battle Ropes; Fri: Cross Trainer; Sat: Battle Ropes; Sun: Spinning,Breakfast: Fruit + Nuts; Lunch: Lentil Salad + Veg; Snacks: Tofu Soup + Veggies; Dinner: Tofu Soup + Veggies; Breakfast2: Oatmeal + Almond Milk; Lunch2: Oatmeal + Almond Milk; Snacks2: Lentil Salad + Veg
senior,male,tall,underweight,gym,stamina,high,vegetarian,Mon: Jump Rope; Tue: Circuit Training; Wed: Elliptical; Thu: Jump Rope; Fri: Stair Climber; Sat: Elliptical; Sun: Stair Climber,Breakfast: Smoothie + Oats; Lunch: Vegetable Soup + Bread; Snacks: Smoothie + Oats; Dinner: Vegetable Wraps + Rice; Breakfast2: Fruit + Nuts; Lunch2: Fruit + Nuts; Snacks2: Vegetable Wraps + Rice
senior,female,tall,overweight,home,stamina,low,vegan,Mon: Jump Rope; Tue: Bodyweight Circuit; Wed: Running in Place; Thu: Burpees; Fri: Burpees; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Fruit + Nuts; Lunch: Veggie Soup + Bread; Snacks: Smoothie Bowl; Dinner: Fruit + Nuts; Breakfast2: Smoothie Bowl; Lunch2: Veg Wrap + Rice; Snacks2: Veg Wrap + Rice
young,female,medium,underweight,home,muscle-gain,medium,non-vegetarian,Mon: Pull-ups; Tue: Lunges; Wed: Lunges; Thu: Squats; Fri: Resistance Bands; Sat: Push-ups; Sun: Resistance Bands,Breakfast: Eggs + Quinoa; Lunch: Fish Stir Fry + Veggies; Snacks: Chicken Breast + Brown Rice; Dinner: Chicken Breast + Brown Rice; Breakfast2: Eggs + Quinoa; Lunch2: Protein Shake + Nuts; Snacks2: Protein Shake + Nuts
middle,male,medium,obese,gym,muscle-gain,low,vegan,Mon: Pull-up Bar; Tue: Leg Press; Wed: Bench Press; Thu: Deadlift; Fri: Pull-up Bar; Sat: Squat Rack; Sun: Squat Rack,Breakfast: Tempeh Stir Fry + Veggies; Lunch: Chickpeas + Brown Rice; Snacks: Nuts + Smoothie; Dinner: Nuts + Smoothie; Breakfast2: Tempeh Stir Fry + Veggies; Lunch2: Tofu + Quinoa; Snacks2: Chickpeas + Brown Rice
young,female,medium,normal,home,flexibility,medium,vegetarian,Mon: Yoga Flow; Tue: Stretching; Wed: Balance Exercises; Thu: Stretching; Fri: Mobility Drills; Sat: Pilates Mat; Sun: Yoga Flow,Breakfast: Fruit + Yogurt; Lunch: Fruit + Yogurt; Snacks: Oatmeal + Soy Milk; Dinner: Veg Stir Fry + Rice; Breakfast2: Veg Stir Fry + Rice; Lunch2: Oatmeal + Soy Milk; Snacks2: Salads + Tofu
teen,male,short,underweight,gym,muscle-gain,low,vegan,Mon: Pull-up Bar; Tue: Squat Rack; Wed: Bench Press; Thu: Deadlift; Fri: Leg Press; Sat: Bench Press; Sun: Pull-up Bar,Breakfast: Chickpeas + Brown Rice; Lunch: Nuts + Smoothie; Snacks: Tempeh Stir Fry + Veggies; Dinner: Chickpeas + Brown Rice; Breakfast2: Nuts + Smoothie; Lunch2: Tofu + Quinoa; Snacks2: Tempeh Stir Fry + Veggies
middle,male,tall,obese,home,muscle-gain,low,vegan,Mon: Push-ups; Tue: Pull-ups; Wed: Squats; Thu: Lunges; Fri: Pull-ups; Sat: Lunges; Sun: Resistance Bands,Breakfast: Tofu + Quinoa; Lunch: Chickpeas + Brown Rice; Snacks: Chickpeas + Brown Rice; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Tofu + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Tempeh Stir Fry + Veggies
senior,male,short,obese,home,weight-loss,low,vegan,Mon: Jumping Jacks; Tue: High Knees; Wed: Burpees; Thu: Bodyweight Circuit; Fri: Jumping Jacks; Sat: High Knees; Sun: Bodyweight Circuit,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Oatmeal + Almond Milk; Dinner: Tofu Soup + Veggies; Breakfast2: Lentil Salad + Veg; Lunch2: Fruit + Nuts; Snacks2: Lentil Salad + Veg
middle,male,tall,overweight,home,weight-loss,medium,vegan,Mon: Bodyweight Circuit; Tue: Jumping Jacks; Wed: Mountain Climbers; Thu: Burpees; Fri: Jumping Jacks; Sat: Mountain Climbers; Sun: Bodyweight Circuit,Breakfast: Tofu Soup + Veggies; Lunch: Oatmeal + Almond Milk; Snacks: Lentil Salad + Veg; Dinner: Fruit + Nuts; Breakfast2: Lentil Salad + Veg; Lunch2: Fruit + Nuts; Snacks2: Tofu Soup + Veggies
young,male,short,underweight,gym,weight-loss,medium,vegetarian,Mon: Battle Ropes; Tue: Treadmill HIIT; Wed: Treadmill HIIT; Thu: Cross Trainer; Fri: Rowing Machine; Sat: Cross Trainer; Sun: Spinning,Breakfast: Fruit + Nuts; Lunch: Vegetable Salad + Quinoa; Snacks: Oats + Skim Milk + Banana; Dinner: Oats + Skim Milk + Banana; Breakfast2: Vegetable Salad + Quinoa; Lunch2: Fruit + Nuts; Snacks2: Lentil Soup + Veggies
teen,female,medium,obese,home,weight-loss,medium,non-vegetarian,Mon: Mountain Climbers; Tue: High Knees; Wed: Jumping Jacks; Thu: Burpees; Fri: Jumping Jacks; Sat: Mountain Climbers; Sun: High Knees,Breakfast: Eggs + Oats + Milk; Lunch: Fish + Sweet Potato; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Oats + Milk; Lunch2: Protein Shake + Nuts; Snacks2: Chicken + Rice + Veg
young,male,short,overweight,home,muscle-gain,medium,vegetarian,Mon: Lunges; Tue: Push-ups; Wed: Squats; Thu: Pull-ups; Fri: Resistance Bands; Sat: Squats; Sun: Lunges,Breakfast: Chickpeas + Quinoa; Lunch: Tofu Stir Fry + Veggies; Snacks: Nuts + Smoothie; Dinner: Paneer + Brown Rice; Breakfast2: Tofu Stir Fry + Veggies; Lunch2: Paneer + Brown Rice; Snacks2: Chickpeas + Quinoa
teen,male,medium,normal,gym,weight-loss,high,vegan,Mon: Spinning; Tue: Rowing Machine; Wed: Cross Trainer; Thu: Battle Ropes; Fri: Rowing Machine; Sat: Treadmill HIIT; Sun: Treadmill HIIT,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Fruit + Nuts; Dinner: Lentil Salad + Veg; Breakfast2: Tofu Soup + Veggies; Lunch2: Tofu Soup + Veggies; Snacks2: Lentil Salad + Veg
teen,male,medium,obese,home,muscle-gain,high,non-vegetarian,Mon: Squats; Tue: Push-ups; Wed: Pull-ups; Thu: Resistance Bands; Fri: Lunges; Sat: Resistance Bands; Sun: Push-ups,Breakfast: Eggs + Quinoa; Lunch: Fish Stir Fry + Veggies; Snacks: Chicken Breast + Brown Rice; Dinner: Fish Stir Fry + Veggies; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Eggs + Quinoa; Snacks2: Protein Shake + Nuts
middle,female,short,underweight,gym,flexibility,low,non-vegetarian,Mon: Core Machines; Tue: Stretching; Wed: Balance Boards; Thu: Balance Boards; Fri: Yoga Machines; Sat: Pilates Machines; Sun: Stretching,Breakfast: Fish + Veg Stir Fry; Lunch: Chicken Salad + Quinoa; Snacks: Protein Shake + Nuts; Dinner: Eggs + Oats; Breakfast2: Fish + Veg Stir Fry; Lunch2: Chicken Salad + Quinoa; Snacks2: Eggs + Oats
senior,female,tall,overweight,gym,flexibility,medium,non-vegetarian,Mon: Pilates Machines; Tue: Yoga Machines; Wed: Yoga Machines; Thu: Balance Boards; Fri: Stretching; Sat: Balance Boards; Sun: Pilates Machines,Breakfast: Chicken Salad + Quinoa; Lunch: Fish + Veg Stir Fry; Snacks: Fish + Veg Stir Fry; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Oats; Lunch2: Eggs + Oats; Snacks2: Chicken Salad + Quinoa
young,female,medium,obese,gym,muscle-gain,medium,vegan,Mon: Deadlift; Tue: Leg Press; Wed: Bench Press; Thu: Squat Rack; Fri: Bench Press; Sat: Deadlift; Sun: Pull-up Bar,Breakfast: Nuts + Smoothie; Lunch: Tempeh Stir Fry + Veggies; Snacks: Chickpeas + Brown Rice; Dinner: Chickpeas + Brown Rice; Breakfast2: Nuts + Smoothie; Lunch2: Tofu + Quinoa; Snacks2: Tofu + Quinoa
senior,female,medium,overweight,home,flexibility,medium,non-vegetarian,Mon: Stretching; Tue: Mobility Drills; Wed: Mobility Drills; Thu: Yoga Flow; Fri: Pilates Mat; Sat: Balance Exercises; Sun: Yoga Flow,Breakfast: Fish + Veg Stir Fry; Lunch: Protein Shake + Nuts; Snacks: Protein Shake + Nuts; Dinner: Fish + Veg Stir Fry; Breakfast2: Chicken Salad + Quinoa; Lunch2: Chicken Salad + Quinoa; Snacks2: Eggs + Oats
young,female,medium,obese,gym,muscle-gain,low,non-vegetarian,Mon: Bench Press; Tue: Bench Press; Wed: Deadlift; Thu: Squat Rack; Fri: Leg Press; Sat: Squat Rack; Sun: Leg Press,Breakfast: Protein Shake + Nuts; Lunch: Fish Stir Fry + Veggies; Snacks: Chicken Breast + Brown Rice; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Quinoa; Lunch2: Chicken Breast + Brown Rice; Snacks2: Eggs + Quinoa
young,male,medium,normal,gym,weight-loss,low,vegan,Mon: Spinning; Tue: Spinning; Wed: Rowing Machine; Thu: Battle Ropes; Fri: Cross Trainer; Sat: Battle Ropes; Sun: Treadmill HIIT,Breakfast: Oatmeal + Almond Milk; Lunch: Tofu Soup + Veggies; Snacks: Fruit + Nuts; Dinner: Lentil Salad + Veg; Breakfast2: Oatmeal + Almond Milk; Lunch2: Fruit + Nuts; Snacks2: Lentil Salad + Veg
senior,female,medium,normal,gym,flexibility,low,vegetarian,Mon: Stretching; Tue: Core Machines; Wed: Balance Boards; Thu: Pilates Machines; Fri: Pilates Machines; Sat: Stretching; Sun: Yoga Machines,Breakfast: Salads + Tofu; Lunch: Fruit + Yogurt; Snacks: Fruit + Yogurt; Dinner: Oatmeal + Soy Milk; Breakfast2: Salads + Tofu; Lunch2: Veg Stir Fry + Rice; Snacks2: Oatmeal + Soy Milk
young,male,medium,obese,home,stamina,medium,vegan,Mon: HIIT Cardio; Tue: Burpees; Wed: HIIT Cardio; Thu: Running in Place; Fri: Running in Place; Sat: Bodyweight Circuit; Sun: Jump Rope,Breakfast: Veggie Soup + Bread; Lunch: Smoothie Bowl; Snacks: Smoothie Bowl; Dinner: Fruit + Nuts; Breakfast2: Veg Wrap + Rice; Lunch2: Veggie Soup + Bread; Snacks2: Fruit + Nuts
teen,male,short,normal,gym,weight-loss,medium,vegetarian,Mon: Battle Ropes; Tue: Cross Trainer; Wed: Rowing Machine; Thu: Treadmill HIIT; Fri: Cross Trainer; Sat: Spinning; Sun: Spinning,Breakfast: Oats + Skim Milk + Banana; Lunch: Fruit + Nuts; Snacks: Fruit + Nuts; Dinner: Lentil Soup + Veggies; Breakfast2: Lentil Soup + Veggies; Lunch2: Vegetable Salad + Quinoa; Snacks2: Vegetable Salad + Quinoa
teen,male,medium,obese,gym,weight-loss,high,vegan,Mon: Rowing Machine; Tue: Treadmill HIIT; Wed: Battle Ropes; Thu: Battle Ropes; Fri: Treadmill HIIT; Sat: Rowing Machine; Sun: Spinning,Breakfast: Fruit + Nuts; Lunch: Oatmeal + Almond Milk; Snacks: Lentil Salad + Veg; Dinner: Tofu Soup + Veggies; Breakfast2: Lentil Salad + Veg; Lunch2: Fruit + Nuts; Snacks2: Tofu Soup + Veggies
middle,male,short,overweight,home,weight-loss,high,vegan,Mon: Bodyweight Circuit; Tue: Jumping Jacks; Wed: High Knees; Thu: Jumping Jacks; Fri: Bodyweight Circuit; Sat: High Knees; Sun: Mountain Climbers,Breakfast: Oatmeal + Almond Milk; Lunch: Oatmeal + Almond Milk; Snacks: Fruit + Nuts; Dinner: Lentil Salad + Veg; Breakfast2: Tofu Soup + Veggies; Lunch2: Tofu Soup + Veggies; Snacks2: Lentil Salad + Veg
senior,female,short,normal,home,stamina,medium,non-vegetarian,Mon: Running in Place; Tue: Running in Place; Wed: Burpees; Thu: HIIT Cardio; Fri: Jump Rope; Sat: Bodyweight Circuit; Sun: Jump Rope,Breakfast: Fish Soup + Veggies; Lunch: Grilled Chicken + Rice; Snacks: Egg Omelette + Toast; Dinner: Fruit + Nuts; Breakfast2: Fish Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Egg Omelette + Toast
middle,male,tall,obese,gym,stamina,high,non-vegetarian,Mon: HIIT Treadmill; Tue: HIIT Treadmill; Wed: Circuit Training; Thu: Elliptical; Fri: Jump Rope; Sat: Circuit Training; Sun: Stair Climber,Breakfast: Fruit + Nuts; Lunch: Fish Soup + Veggies; Snacks: Egg Omelette + Toast; Dinner: Fruit + Nuts; Breakfast2: Egg Omelette + Toast; Lunch2: Grilled Chicken + Rice; Snacks2: Grilled Chicken + Rice
senior,female,short,overweight,gym,muscle-gain,low,non-vegetarian,Mon: Pull-up Bar; Tue: Squat Rack; Wed: Deadlift; Thu: Bench Press; Fri: Deadlift; Sat: Leg Press; Sun: Bench Press,Breakfast: Fish Stir Fry + Veggies; Lunch: Eggs + Quinoa; Snacks: Protein Shake + Nuts; Dinner: Eggs + Quinoa; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Protein Shake + Nuts; Snacks2: Fish Stir Fry + Veggies
young,male,short,obese,gym,muscle-gain,medium,non-vegetarian,Mon: Pull-up Bar; Tue: Leg Press; Wed: Pull-up Bar; Thu: Bench Press; Fri: Squat Rack; Sat: Leg Press; Sun: Deadlift,Breakfast: Chicken Breast + Brown Rice; Lunch: Protein Shake + Nuts; Snacks: Eggs + Quinoa; Dinner: Protein Shake + Nuts; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Eggs + Quinoa; Snacks2: Fish Stir Fry + Veggies
middle,male,medium,underweight,home,stamina,low,non-vegetarian,Mon: Bodyweight Circuit; Tue: HIIT Cardio; Wed: Burpees; Thu: Running in Place; Fri: Bodyweight Circuit; Sat: Jump Rope; Sun: HIIT Cardio,Breakfast: Fish Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Grilled Chicken + Rice; Dinner: Egg Omelette + Toast; Breakfast2: Fruit + Nuts; Lunch2: Fish Soup + Veggies; Snacks2: Grilled Chicken + Rice
teen,female,medium,underweight,gym,stamina,low,vegan,Mon: Stair Climber; Tue: Elliptical; Wed: Circuit Training; Thu: Jump Rope; Fri: HIIT Treadmill; Sat: Stair Climber; Sun: HIIT Treadmill,Breakfast: Veggie Soup + Bread; Lunch: Fruit + Nuts; Snacks: Veg Wrap + Rice; Dinner: Smoothie Bowl; Breakfast2: Fruit + Nuts; Lunch2: Veggie Soup + Bread; Snacks2: Smoothie Bowl
teen,female,short,obese,gym,weight-loss,low,vegan,Mon: Rowing Machine; Tue: Treadmill HIIT; Wed: Cross Trainer; Thu: Battle Ropes; Fri: Treadmill HIIT; Sat: Spinning; Sun: Spinning,Breakfast: Fruit + Nuts; Lunch: Lentil Salad + Veg; Snacks: Lentil Salad + Veg; Dinner: Fruit + Nuts; Breakfast2: Oatmeal + Almond Milk; Lunch2: Tofu Soup + Veggies; Snacks2: Oatmeal + Almond Milk
senior,female,tall,underweight,home,flexibility,low,vegetarian,Mon: Balance Exercises; Tue: Pilates Mat; Wed: Stretching; Thu: Pilates Mat; Fri: Yoga Flow; Sat: Mobility Drills; Sun: Stretching,Breakfast: Oatmeal + Soy Milk; Lunch: Oatmeal + Soy Milk; Snacks: Salads + Tofu; Dinner: Fruit + Yogurt; Breakfast2: Veg Stir Fry + Rice; Lunch2: Veg Stir Fry + Rice; Snacks2: Fruit + Yogurt
senior,male,short,normal,gym,stamina,low,vegan,Mon: HIIT Treadmill; Tue: HIIT Treadmill; Wed: Elliptical; Thu: Jump Rope; Fri: Circuit Training; Sat: Jump Rope; Sun: Stair Climber,Breakfast: Veggie Soup + Bread; Lunch: Veggie Soup + Bread; Snacks: Smoothie Bowl; Dinner: Fruit + Nuts; Breakfast2: Smoothie Bowl; Lunch2: Veg Wrap + Rice; Snacks2: Fruit + Nuts
teen,female,short,normal,home,flexibility,low,non-vegetarian,Mon: Pilates Mat; Tue: Mobility Drills; Wed: Mobility Drills; Thu: Stretching; Fri: Yoga Flow; Sat: Stretching; Sun: Balance Exercises,Breakfast: Protein Shake + Nuts; Lunch: Eggs + Oats; Snacks: Eggs + Oats; Dinner: Fish + Veg Stir Fry; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken Salad + Quinoa; Snacks2: Chicken Salad + Quinoa
teen,female,medium,overweight,home,stamina,medium,vegan,Mon: Running in Place; Tue: Jump Rope; Wed: HIIT Cardio; Thu: Burpees; Fri: HIIT Cardio; Sat: Burpees; Sun: Bodyweight Circuit,Breakfast: Fruit + Nuts; Lunch: Smoothie Bowl; Snacks: Fruit + Nuts; Dinner: Veg Wrap + Rice; Breakfast2: Veg Wrap + Rice; Lunch2: Veggie Soup + Bread; Snacks2: Veggie Soup + Bread
middle,male,medium,normal,home,muscle-gain,medium,vegan,Mon: Squats; Tue: Pull-ups; Wed: Pull-ups; Thu: Resistance Bands; Fri: Push-ups; Sat: Lunges; Sun: Lunges,Breakfast: Nuts + Smoothie; Lunch: Nuts + Smoothie; Snacks: Tofu + Quinoa; Dinner: Chickpeas + Brown Rice; Breakfast2: Tempeh Stir Fry + Veggies; Lunch2: Chickpeas + Brown Rice; Snacks2: Tempeh Stir Fry + Veggies
middle,female,short,obese,gym,flexibility,medium,vegan,Mon: Yoga Machines; Tue: Core Machines; Wed: Stretching; Thu: Stretching; Fri: Balance Boards; Sat: Yoga Machines; Sun: Pilates Machines,Breakfast: Oatmeal + Soy Milk; Lunch: Salads + Tofu; Snacks: Fruit + Almond Yogurt; Dinner: Oatmeal + Soy Milk; Breakfast2: Fruit + Almond Yogurt; Lunch2: Veg Stir Fry + Rice; Snacks2: Salads + Tofu
teen,male,medium,normal,home,stamina,low,vegan,Mon: Jump Rope; Tue: Running in Place; Wed: HIIT Cardio; Thu: Running in Place; Fri: Burpees; Sat: Bodyweight Circuit; Sun: Burpees,Breakfast: Smoothie Bowl; Lunch: Fruit + Nuts; Snacks: Veggie Soup + Bread; Dinner: Veggie Soup + Bread; Breakfast2: Veg Wrap + Rice; Lunch2: Veg Wrap + Rice; Snacks2: Smoothie Bowl
young,female,tall,underweight,home,muscle-gain,low,vegetarian,Mon: Pull-ups; Tue: Resistance Bands; Wed: Pull-ups; Thu: Push-ups; Fri: Squats; Sat: Resistance Bands; Sun: Lunges,Breakfast: Paneer + Brown Rice; Lunch: Paneer + Brown Rice; Snacks: Chickpeas + Quinoa; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Tofu Stir Fry + Veggies; Lunch2: Nuts + Smoothie; Snacks2: Nuts + Smoothie
teen,female,tall,obese,gym,weight-loss,medium,vegetarian,Mon: Treadmill HIIT; Tue: Cross Trainer; Wed: Battle Ropes; Thu: Battle Ropes; Fri: Treadmill HIIT; Sat: Rowing Machine; Sun: Rowing Machine,Breakfast: Oats + Skim Milk + Banana; Lunch: Vegetable Salad + Quinoa; Snacks: Fruit + Nuts; Dinner: Lentil Soup + Veggies; Breakfast2: Vegetable Salad + Quinoa; Lunch2: Lentil Soup + Veggies; Snacks2: Oats + Skim Milk + Banana
senior,female,medium,normal,gym,weight-loss,high,non-vegetarian,Mon: Cross Trainer; Tue: Treadmill HIIT; Wed: Battle Ropes; Thu: Spinning; Fri: Rowing Machine; Sat: Rowing Machine; Sun: Spinning,Breakfast: Chicken + Rice + Veg; Lunch: Eggs + Oats + Milk; Snacks: Protein Shake + Nuts; Dinner: Eggs + Oats + Milk; Breakfast2: Protein Shake + Nuts; Lunch2: Fish + Sweet Potato; Snacks2: Chicken + Rice + Veg
middle,male,tall,obese,home,muscle-gain,low,vegetarian,Mon: Push-ups; Tue: Pull-ups; Wed: Pull-ups; Thu: Push-ups; Fri: Squats; Sat: Lunges; Sun: Lunges,Breakfast: Nuts + Smoothie; Lunch: Chickpeas + Quinoa; Snacks: Chickpeas + Quinoa; Dinner: Nuts + Smoothie; Breakfast2: Tofu Stir Fry + Veggies; Lunch2: Tofu Stir Fry + Veggies; Snacks2: Paneer + Brown Rice
senior,female,short,normal,home,stamina,medium,vegetarian,Mon: Burpees; Tue: Running in Place; Wed: Bodyweight Circuit; Thu: Burpees; Fri: Bodyweight Circuit; Sat: HIIT Cardio; Sun: Running in Place,Breakfast: Smoothie + Oats; Lunch: Fruit + Nuts; Snacks: Vegetable Soup + Bread; Dinner: Smoothie + Oats; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Wraps + Rice; Snacks2: Vegetable Wraps + Rice
young,male,short,underweight,gym,weight-loss,high,non-vegetarian,Mon: Rowing Machine; Tue: Rowing Machine; Wed: Battle Ropes; Thu: Treadmill HIIT; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Cross Trainer,Breakfast: Fish + Sweet Potato; Lunch: Fish + Sweet Potato; Snacks: Chicken + Rice + Veg; Dinner: Protein Shake + Nuts; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Oats + Milk; Snacks2: Eggs + Oats + Milk
teen,male,medium,underweight,home,weight-loss,medium,vegetarian,Mon: Bodyweight Circuit; Tue: Jumping Jacks; Wed: Mountain Climbers; Thu: Mountain Climbers; Fri: Burpees; Sat: Burpees; Sun: Jumping Jacks,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Oats + Skim Milk + Banana; Dinner: Vegetable Salad + Quinoa; Breakfast2: Lentil Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Oats + Skim Milk + Banana
teen,male,tall,underweight,home,weight-loss,low,vegan,Mon: Mountain Climbers; Tue: Mountain Climbers; Wed: High Knees; Thu: Jumping Jacks; Fri: High Knees; Sat: Burpees; Sun: Bodyweight Circuit,Breakfast: Tofu Soup + Veggies; Lunch: Oatmeal + Almond Milk; Snacks: Lentil Salad + Veg; Dinner: Tofu Soup + Veggies; Breakfast2: Oatmeal + Almond Milk; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
teen,female,tall,obese,home,muscle-gain,high,non-vegetarian,Mon: Pull-ups; Tue: Lunges; Wed: Push-ups; Thu: Lunges; Fri: Push-ups; Sat: Pull-ups; Sun: Resistance Bands,Breakfast: Eggs + Quinoa; Lunch: Protein Shake + Nuts; Snacks: Chicken Breast + Brown Rice; Dinner: Chicken Breast + Brown Rice; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Quinoa; Snacks2: Fish Stir Fry + Veggies
teen,male,short,overweight,home,muscle-gain,high,vegan,Mon: Push-ups; Tue: Resistance Bands; Wed: Push-ups; Thu: Pull-ups; Fri: Pull-ups; Sat: Squats; Sun: Lunges,Breakfast: Tofu + Quinoa; Lunch: Tempeh Stir Fry + Veggies; Snacks: Chickpeas + Brown Rice; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Chickpeas + Brown Rice; Lunch2: Nuts + Smoothie; Snacks2: Tofu + Quinoa
senior,male,short,obese,home,weight-loss,low,vegan,Mon: Bodyweight Circuit; Tue: Burpees; Wed: High Knees; Thu: Mountain Climbers; Fri: Jumping Jacks; Sat: High Knees; Sun: Burpees,Breakfast: Fruit + Nuts; Lunch: Oatmeal + Almond Milk; Snacks: Tofu Soup + Veggies; Dinner: Lentil Salad + Veg; Breakfast2: Oatmeal + Almond Milk; Lunch2: Tofu Soup + Veggies; Snacks2: Fruit + Nuts
senior,male,tall,normal,home,muscle-gain,low,vegetarian,Mon: Pull-ups; Tue: Squats; Wed: Lunges; Thu: Lunges; Fri: Push-ups; Sat: Push-ups; Sun: Resistance Bands,Breakfast: Paneer + Brown Rice; Lunch: Tofu Stir Fry + Veggies; Snacks: Tofu Stir Fry + Veggies; Dinner: Chickpeas + Quinoa; Breakfast2: Nuts + Smoothie; Lunch2: Paneer + Brown Rice; Snacks2: Chickpeas + Quinoa
